#date:2020-04-25
symbol	name	alias_symbol	alias_name	entrez_id	ensembl_gene_id	ucsc_id	refseq_accession	ccds_id	uniprot_ids
KIF11	kinesin family member 11	"Eg5|HKSP|TRIP5"		3832	ENSG00000138160	uc001kic.4	NM_004523	CCDS7422	P52732
KIF12	kinesin family member 12			113220	ENSG00000136883	uc004bif.3	NM_138424	CCDS6801	Q96FN5
KIF13A	kinesin family member 13A	bA500C11.2		63971	ENSG00000137177	uc003ncg.5	NM_001105566	"CCDS47380|CCDS47381|CCDS54967|CCDS54968|CCDS58998"	Q9H1H9
KIF13B	kinesin family member 13B	"GAKIN|KIAA0639"		23303	ENSG00000197892	uc003xhh.5	NM_015254	CCDS55217	Q9NQT8
KIF14	kinesin family member 14	KIAA0042		9928	ENSG00000118193	uc010ppk.2	NM_014875	CCDS30963	Q15058
KIF15	kinesin family member 15	"HKLP2|NY-BR-62"		56992	ENSG00000163808	uc003cnx.5	NM_020242	CCDS33744	Q9NS87
KIF16B	kinesin family member 16B	"FLJ20135|dJ971B4.1|SNX23"		55614	ENSG00000089177	uc002wpg.3	NM_017683	"CCDS13122|CCDS56178|CCDS82598"	Q96L93
KIF17	kinesin family member 17	"KIAA1405|KIF3X|KIF17B|OSM-3|KLP-2"	"kinesin-like protein KIF17|KIF3-related motor protein|KIF17 variant protein"	57576	ENSG00000117245	uc001bdr.6	NM_020816	"CCDS213|CCDS44079|CCDS72722"	Q9P2E2
KIF18A	kinesin family member 18A	"DKFZP434G2226|PPP1R99"	protein phosphatase 1, regulatory subunit 99	81930	ENSG00000121621	uc001msc.3	NM_031217	CCDS7867	Q8NI77
KIF18B	kinesin family member 18B			146909	ENSG00000186185	uc010wjh.4	NM_001080443	"CCDS45709|CCDS58555"	Q86Y91
KIF19	kinesin family member 19	"FLJ37300|KIF19A"		124602	ENSG00000196169	uc002jkm.4	NM_153209	CCDS32718	Q2TAC6
KIF20A	kinesin family member 20A			10112	ENSG00000112984	uc003lcj.4	NM_005733	CCDS4199	O95235
KIF20B	kinesin family member 20B	"MPP1|KRMP1|CT90"	cancer/testis antigen 90	9585	ENSG00000138182	uc001kgr.3	NM_016195	"CCDS7407|CCDS60590"	Q96Q89
KIF21A	kinesin family member 21A	FLJ20052		55605	ENSG00000139116	uc001rly.4	NM_017641	"CCDS31773|CCDS53774|CCDS53775|CCDS53776"	Q7Z4S6
KIF21B	kinesin family member 21B	"DKFZP434J212|KIAA0449"		23046	ENSG00000116852	uc001gvs.3	NM_001252100	"CCDS30965|CCDS58054|CCDS58055|CCDS58056"	O75037
KIF22	kinesin family member 22	"Kid|OBP-1|OBP-2"		3835	ENSG00000079616	uc002dts.5	NM_001256269	"CCDS10653|CCDS58444"	Q14807
KIF23	kinesin family member 23	"MKLP1|MKLP-1"		9493	ENSG00000137807	uc002asb.5	NM_001281301	"CCDS32278|CCDS32279"	Q02241
KIF24	kinesin family member 24	"bA571F15.4|FLJ10933|FLJ43884"		347240	ENSG00000186638	uc003zua.5	NM_194313	CCDS6551	Q5T7B8
KIF25	kinesin family member 25			3834	ENSG00000125337	uc063syf.1	NM_005355	"CCDS5305|CCDS43530"	Q9UIL4
KIF26A	kinesin family member 26A	"KIAA1236|DKFZP434N178"		26153	ENSG00000066735	uc001yos.5	NM_015656	CCDS45171	Q9ULI4
KIF26B	kinesin family member 26B	FLJ10157		55083	ENSG00000162849	uc001ibf.1	NM_018012	CCDS44342	Q2KJY2
KIF27	kinesin family member 27	DKFZp434D0917		55582	ENSG00000165115	uc004ana.6	NM_017576	"CCDS6665|CCDS65071|CCDS65072"	Q86VH2
KIFAP3	kinesin associated protein 3	"SMAP|KAP3|FLA3|KAP-1"	Smg GDS	22920	ENSG00000075945	uc001ggv.4	NM_014970	"CCDS1288|CCDS55659|CCDS55660|CCDS55661"	Q92845
KIFBP	kinesin family binding protein	"DKFZP586B0923|TTC20|KBP"	kinesin binding protein	26128	ENSG00000198954		NM_015634	CCDS7284	Q96EK5
KIFC1	kinesin family member C1	HSET		3833	ENSG00000237649	uc063yhh.1	NM_002263	CCDS34430	Q9BW19
KIFC2	kinesin family member C2			90990	ENSG00000167702	uc003zcz.4	NM_145754	CCDS6427	Q96AC6
KIFC3	kinesin family member C3			3801	ENSG00000140859	uc002emp.4	NM_005550	"CCDS10789|CCDS45493|CCDS45494|CCDS81987|CCDS81988|CCDS81989"	Q9BVG8
KIN	Kin17 DNA and RNA binding protein	"KIN17|Rts2"		22944	ENSG00000151657	uc001ijt.4	NM_012311	CCDS7080	O60870
KIR2DL1	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1	"cl-42|nkat1|47.11|p58.1|CD158A"		3802	ENSG00000125498	uc002qhb.2	NM_014218	CCDS12904	P43626
KIR2DL3	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3	"cl-6|nkat2|nkat2a|nkat2b|p58|CD158B2"		3804	ENSG00000243772	uc002qgx.4	NM_015868	CCDS33107	P43628
KIR2DL4	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4	"103AS|15.212|CD158D"		3805	ENSG00000189013	uc002qhg.5	NM_002255	"CCDS42619|CCDS42620"	Q99706
KIR2DS4	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4	"cl-39|KKA3|nkat8|CD158I"		3809	ENSG00000221957	uc061ctl.1	NM_012314		P43632
KIR3DL1	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1	"cl-2|NKB1|cl-11|nkat3|NKB1B|AMB11|CD158e1/2|CD158E1|CD158e2"		3811	ENSG00000167633	uc002qhk.5	NM_013289	CCDS42621	P43629
KIR3DL2	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2	"cl-5|nkat4|nkat4a|nkat4b|CD158K"		3812	ENSG00000240403	uc002qho.5	NM_001242867	"CCDS12906|CCDS58677"	P43630
KIR3DL3	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3	"KIRC1|KIR3DL7|KIR44|CD158Z"		115653	ENSG00000242019	uc032ieo.2	NM_153443	CCDS12903	Q8N743
KIRREL1	kirre like nephrin family adhesion molecule 1	NEPH1	nephrin-like protein 1	55243	ENSG00000183853	uc001frn.6	NM_018240	"CCDS1172|CCDS72952"	Q96J84
KIRREL2	kirre like nephrin family adhesion molecule 2	"NLG1|NEPH3|FILTRIN|DKFZp564A1164|MGC15718"		84063	ENSG00000126259	uc002ocb.5	NM_032123	"CCDS12479|CCDS12480|CCDS12481|CCDS86753"	Q6UWL6
KIRREL3	kirre like nephrin family adhesion molecule 3	"NEPH2|KIAA1867|KIRRE"		84623	ENSG00000149571	uc001qea.4	NM_032531	"CCDS53723|CCDS55796|CCDS73413"	Q8IZU9
KISS1	KiSS-1 metastasis suppressor		"prepro-kisspeptin|kisspeptin"	3814	ENSG00000170498	uc001har.4	NM_002256	CCDS41454	Q15726
KISS1R	KISS1 receptor	"HOT7T175|AXOR12"		84634	ENSG00000116014	uc002lqk.4	NM_032551	CCDS12049	Q969F8
KIT	KIT proto-oncogene, receptor tyrosine kinase	"CD117|SCFR|C-Kit"	mast/stem cell growth factor receptor Kit	3815	ENSG00000157404	uc010igr.4	NM_000222	"CCDS3496|CCDS47058"	P10721
KITLG	KIT ligand	"SCF|SF|Kitl|KL-1|FPH2|SLF|DFNA69"	"mast cell growth factor|stem cell factor|steel factor|familial progressive hyperpigmentation 2"	4254	ENSG00000049130	uc001tav.4	NM_003994	"CCDS31867|CCDS31868"	P21583
KIZ	kizuna centrosomal protein	HT013		55857	ENSG00000088970		NM_018474	"CCDS74705|CCDS74706|CCDS74707|CCDS74708"	Q2M2Z5
KL	klotho			9365	ENSG00000133116	uc001uus.3	NM_004795	CCDS9347	Q9UEF7
KLB	klotho beta		b-Klotho	152831	ENSG00000134962	uc003gua.4	NM_175737	CCDS3451	Q86Z14
KLC1	kinesin light chain 1	"KNS2A|KLC|hKLC1S|hKLC1N|hKLC1P|hKLC1G|hKLC1R|hKLC1J|hKLC1B"		3831	ENSG00000126214	uc059fsm.1	NM_005552	"CCDS32165|CCDS41996|CCDS45168"	Q07866
KLC2	kinesin light chain 2	FLJ12387		64837	ENSG00000174996	uc010rov.2	NM_022822	"CCDS8130|CCDS44653"	Q9H0B6
KLC3	kinesin light chain 3	"KLC2L|KNS2B|KLCt"		147700	ENSG00000104892	uc002pbf.2	NM_145275	CCDS12660	Q6P597
KLC4	kinesin light chain 4	bA387M24.3		89953	ENSG00000137171	uc003otw.3	NM_138343	"CCDS4882|CCDS4883|CCDS47429|CCDS75459"	Q9NSK0
KLF1	Kruppel like factor 1	EKLF	erythroid Kruppel-like factor	10661	ENSG00000105610	uc002mvo.4	NM_006563	CCDS12285	Q13351
KLF2	Kruppel like factor 2	LKLF	lung Kruppel-like factor	10365	ENSG00000127528	uc002ndw.4	NM_016270	CCDS12343	Q9Y5W3
KLF3	Kruppel like factor 3	BKLF	basic Kruppel-like factor	51274	ENSG00000109787	uc003gth.5	NM_016531	CCDS3444	P57682
KLF4	Kruppel like factor 4	"EZF|GKLF"	gut Kruppel-like factor	9314	ENSG00000136826	uc004bdg.4	NM_004235	CCDS6770	O43474
KLF5	Kruppel like factor 5	"IKLF|CKLF"	(intestinal Kruppel-like factor	688	ENSG00000102554	uc001vje.4	NM_001286818	"CCDS9448|CCDS66562"	Q13887
KLF6	Kruppel like factor 6	"CPBP|GBF|Zf9|PAC1"	GC-rich binding factor	1316	ENSG00000067082	uc001iha.4	NM_001160124	"CCDS7060|CCDS53490"	Q99612
KLF7	Kruppel like factor 7	UKLF	ubiquitous Kruppel-like factor	8609	ENSG00000118263	uc002vbz.3	NM_003709	"CCDS2373|CCDS59438|CCDS59439|CCDS59440"	O75840
KLF8	Kruppel like factor 8	"BKLF3|ZNF741|DXS741"		11279	ENSG00000102349	uc004dur.4	NM_007250	"CCDS14373|CCDS55428|CCDS87749"	O95600
KLF9	Kruppel like factor 9			687	ENSG00000119138	uc004aht.4	NM_001206	CCDS6633	Q13886
KLF10	Kruppel like factor 10	"EGRA|TIEG1"		7071	ENSG00000155090	uc011lhk.3	NM_001032282	"CCDS6294|CCDS47905"	Q13118
KLF11	Kruppel like factor 11	"Tieg3|MODY7"		8462	ENSG00000172059	uc002raf.1	NM_003597	"CCDS1668|CCDS54333"	O14901
KLF12	Kruppel like factor 12	"AP-2rep|HSPC122|AP2REP"	"KLF12 zinc finger transcriptional repressor|AP-2rep transcription factor|AP-2 repressor"	11278	ENSG00000118922	uc058xlm.1	NM_007249	CCDS9449	Q9Y4X4
KLF13	Kruppel like factor 13	"RFLAT-1|BTEB3|NSLP1|FKLF-2"		51621	ENSG00000169926	uc001zfo.4	NM_015995	CCDS10025	Q9Y2Y9
KLF14	Kruppel like factor 14	BTEB5		136259	ENSG00000266265	uc033aho.2	NM_138693	CCDS5825	Q8TD94
KLF15	Kruppel like factor 15	KKLF	kidney-enriched Kruppel-like factor	28999	ENSG00000163884	uc011bkk.2	NM_014079	CCDS3036	Q9UIH9
KLF16	Kruppel like factor 16	"NSLP2|BTEB4|DRRF"		83855	ENSG00000129911	uc002luc.4	NM_031918	CCDS12075	Q9BXK1
KLF17	Kruppel like factor 17	"Zfp393|FLJ40160"		128209	ENSG00000171872	uc001clp.4	NM_173484	CCDS508	Q5JT82
KLF18	Kruppel like factor 18			105378952	ENSG00000283039		NM_001358438	CCDS85967	A0A0U1RQI7
KLHDC1	kelch domain containing 1	MST025		122773	ENSG00000197776	uc001www.3	NM_172193	CCDS9692	Q8N7A1
KLHDC2	kelch domain containing 2	"HCLP-1|LCP"		23588	ENSG00000165516	uc001wwx.4	NM_014315	CCDS9693	Q9Y2U9
KLHDC3	kelch domain containing 3	"PEAS|hPeas|dJ20C7.3"		116138	ENSG00000124702	uc003otl.4	NM_057161	CCDS4880	Q9BQ90
KLHDC4	kelch domain containing 4	DKFZp434G0522		54758	ENSG00000104731	uc002fki.4	NM_017566	"CCDS10963|CCDS54050|CCDS54051"	Q8TBB5
KLHDC7A	kelch domain containing 7A	FLJ38753		127707	ENSG00000179023	uc001bax.4	NM_152375	CCDS185	Q5VTJ3
KLHDC7B	kelch domain containing 7B	MGC16635		113730	ENSG00000130487	uc003bmi.3	NM_138433	CCDS14097	Q96G42
KLHDC8A	kelch domain containing 8A	FLJ10748		55220	ENSG00000162873	uc031prw.1	NM_018203	CCDS30985	Q8IYD2
KLHDC8B	kelch domain containing 8B	MGC35097		200942	ENSG00000185909	uc003cwh.4	NM_173546	CCDS2791	Q8IXV7
KLHDC9	kelch domain containing 9	KARCA1	kelch/ankyrin repeat containing cyclin A1 interacting protein	126823	ENSG00000162755	uc001fxr.4	NM_152366	"CCDS30919|CCDS41425"	Q8NEP7
KLHDC10	kelch domain containing 10	"KIAA0265|slim"	scruin like at the midline homolog (Drosophila)	23008	ENSG00000128607	uc003vpj.3	NM_014997	CCDS5815	Q6PID8
KLHL1	kelch like family member 1	"KIAA1490|MRP2|FLJ30047"	"Kelch-like protein 1|Mayven-related protein 2"	57626	ENSG00000150361	uc001vip.4	NM_020866	"CCDS9445|CCDS73582"	Q9NR64
KLHL2	kelch like family member 2	MAV	mayven	11275	ENSG00000109466	uc003irb.4	NM_001161521	"CCDS34094|CCDS54815|CCDS54816|CCDS82974|CCDS82975"	O95198
KLHL3	kelch like family member 3	KIAA1129		26249	ENSG00000146021	uc010jek.3	NM_001257194	"CCDS4192|CCDS58969|CCDS58970"	Q9UH77
KLHL4	kelch like family member 4	"KIAA1687|DKELCHL|KHL4"		56062	ENSG00000102271	uc004efb.3	NM_019117	"CCDS14456|CCDS14457"	Q9C0H6
KLHL5	kelch like family member 5			51088	ENSG00000109790	uc003gtp.4	NM_001007075	"CCDS3449|CCDS33974|CCDS33975|CCDS54756"	Q96PQ7
KLHL6	kelch like family member 6	FLJ00029	kelch-like protein KLHL6	89857	ENSG00000172578	uc003flr.4	NM_130446	CCDS3245	Q8WZ60
KLHL7	kelch like family member 7	"KLHL6|SBBI26|RP42"	retinitis pigmentosa 42	55975	ENSG00000122550	uc003svs.5	NM_018846	"CCDS34609|CCDS5378|CCDS55095"	Q8IXQ5
KLHL8	kelch like family member 8	KIAA1378		57563	ENSG00000145332	uc003hql.2	NM_001292003	"CCDS3617|CCDS75163|CCDS77937"	Q9P2G9
KLHL9	kelch like family member 9	"KIAA1354|FLJ13568"		55958	ENSG00000198642	uc003zoy.4	NM_018847	CCDS6503	Q9P2J3
KLHL10	kelch like family member 10	FLJ32662		317719	ENSG00000161594	uc010cxr.4	NM_152467	CCDS42340	Q6JEL2
KLHL11	kelch like family member 11	FLJ10572		55175	ENSG00000178502	uc002hyf.2	NM_018143	CCDS11411	Q9NVR0
KLHL12	kelch like family member 12	C3IP1		59349	ENSG00000117153	uc001gyo.2	NM_021633	CCDS1429	Q53G59
KLHL13	kelch like family member 13	FLJ10262		90293	ENSG00000003096	uc022cde.2	NM_033495	"CCDS14571|CCDS55479|CCDS55480|CCDS55481"	Q9P2N7
KLHL14	kelch like family member 14	KIAA1384	printor	57565	ENSG00000197705	uc002kxm.2	NM_020805	CCDS32813	Q9P2G3
KLHL15	kelch like family member 15	KIAA1677		80311	ENSG00000174010	uc004dba.5	NM_030624	CCDS35217	Q96M94
KLHL17	kelch like family member 17		actinfilin	339451	ENSG00000187961	uc001aca.3	NM_198317	CCDS30550	Q6TDP4
KLHL18	kelch like family member 18	"KIAA0795|FLJ13703"		23276	ENSG00000114648	uc003crd.4	NM_025010	CCDS33749	O94889
KLHL20	kelch like family member 20	"KLEIP|KHLHX"		27252	ENSG00000076321	uc001gjc.5	NM_014458	CCDS1310	Q9Y2M5
KLHL21	kelch like family member 21	KIAA0469		9903	ENSG00000162413	uc001aoa.3	NM_014851	CCDS30575	Q9UJP4
KLHL22	kelch like family member 22	"FLJ14360|KELCHL"		84861	ENSG00000099910	uc002zsl.2	NM_032775	CCDS13780	Q53GT1
KLHL23	kelch like family member 23	"MGC2610|FLJ37812|MGC22679"		151230	ENSG00000213160	uc002ufh.3	NM_144711	CCDS2236	Q8NBE8
KLHL24	kelch like family member 24	"DRE1|FLJ20059"		54800	ENSG00000114796	uc003flw.4	NM_017644	CCDS3246	Q6TFL4
KLHL25	kelch like family member 25	"FLJ12587|ENC2|ENC-2"	ectodermal-neural cortex 2	64410	ENSG00000183655	uc002bly.5	NM_022480	CCDS10339	Q9H0H3
KLHL26	kelch like family member 26			55295	ENSG00000167487	uc002njz.2	NM_018316	"CCDS12384|CCDS86726|CCDS86727"	Q53HC5
KLHL28	kelch like family member 28	FLJ20081		54813	ENSG00000179454	uc001wvr.4	NM_001308112	"CCDS9680|CCDS76675"	Q9NXS3
KLHL29	kelch like family member 29	KIAA1921		114818	ENSG00000119771	uc010ykg.3	NM_052920	CCDS54335	Q96CT2
KLHL30	kelch like family member 30	FLJ43374		377007	ENSG00000168427	uc002vxr.3	NM_198582	CCDS46555	Q0D2K2
KLHL31	kelch like family member 31	"bA345L23.2|BKLHD6"		401265	ENSG00000124743	uc003pcb.4	NM_001003760	CCDS34478	Q9H511
KLHL32	kelch like family member 32			114792	ENSG00000186231	uc011eae.1	NM_052904	"CCDS5038|CCDS69154|CCDS69155|CCDS75495"	Q96NJ5
KLHL33	kelch like family member 33			123103	ENSG00000185271	uc010tli.2	NM_001109997	CCDS53882	A6NCF5
KLHL34	kelch like family member 34	"FLJ34960|RP11-450P7.3"		257240	ENSG00000185915	uc004czz.2	NM_153270	CCDS14199	Q8N239
KLHL35	kelch like family member 35	FLJ33790		283212	ENSG00000149243	uc001owm.3	NM_173583	CCDS44685	Q6PF15
KLHL36	kelch like family member 36	FLJ12543		79786	ENSG00000135686	uc002fig.4	NM_001303451	"CCDS10948|CCDS76909"	Q8N4N3
KLHL38	kelch like family member 38	C8ORFK36		340359	ENSG00000175946	uc003yqs.2	NM_001081675	CCDS43766	Q2WGJ6
KLHL40	kelch like family member 40	"SRYP|NEM8"	"sarcosynapsin|nemaline myopathy type 8"	131377	ENSG00000157119	uc003clv.2	NM_152393	CCDS2703	Q2TBA0
KLHL41	kelch like family member 41	"SARCOSIN|Krp1"	sarcomeric muscle protein	10324	ENSG00000239474	uc002ueu.1	NM_006063	CCDS2234	O60662
KLHL42	kelch like family member 42	"KIAA1340|Ctb9"		57542	ENSG00000087448	uc001rij.4	NM_020782	CCDS31763	Q9P2K6
KLK1	kallikrein 1	Klk6		3816	ENSG00000167748	uc002ptk.3	NM_002257	CCDS12804	P06870
KLK2	kallikrein related peptidase 2			3817	ENSG00000167751	uc002ptv.4	NM_005551.3	"CCDS12808|CCDS42597|CCDS58675"	P20151
KLK3	kallikrein related peptidase 3	PSA		354	ENSG00000142515	uc021uyi.2	NM_145864	"CCDS12807|CCDS33083|CCDS46155"	P07288
KLK4	kallikrein related peptidase 4	"EMSP|EMSP1|PSTS|KLK-L1"	enamel matrix serine proteinase 1	9622	ENSG00000167749	uc002pua.1	NM_004917	CCDS12809	Q9Y5K2
KLK5	kallikrein related peptidase 5	"SCTE|KLK-L2"		25818	ENSG00000167754	uc002puf.4	NM_012427	CCDS12810	Q9Y337
KLK6	kallikrein related peptidase 6	"Bssp|Klk7|neurosin"		5653	ENSG00000167755	uc002pul.3	NM_002774	"CCDS12811|CCDS42599"	Q92876
KLK7	kallikrein related peptidase 7	SCCE		5650	ENSG00000169035	uc002puo.4	NM_005046	"CCDS12812|CCDS59414"	P49862
KLK8	kallikrein related peptidase 8	"HNP|TADG14|neuropsin|ovasin"		11202	ENSG00000129455	uc002pur.2	NM_007196	"CCDS12813|CCDS12814|CCDS12815|CCDS42600|CCDS74433"	O60259
KLK9	kallikrein related peptidase 9	KLK-L3		284366	ENSG00000213022	uc002pux.2	NM_012315	CCDS12816	Q9UKQ9
KLK10	kallikrein related peptidase 10	NES1		5655	ENSG00000129451	uc002pva.4	NM_002776	CCDS12817	O43240
KLK11	kallikrein related peptidase 11	TLSP		11012	ENSG00000167757	uc002pvd.2	NM_006853	"CCDS12818|CCDS12819|CCDS54297"	Q9UBX7
KLK12	kallikrein related peptidase 12	KLK-L5		43849	ENSG00000186474	uc002pvh.2	NM_019598	"CCDS12820|CCDS12821|CCDS54298"	Q9UKR0
KLK13	kallikrein related peptidase 13	KLK-L4		26085	ENSG00000167759	uc002pvn.4	NM_015596	"CCDS12822|CCDS86794|CCDS86795"	Q9UKR3
KLK14	kallikrein related peptidase 14	KLK-L6		43847	ENSG00000129437	uc061bwe.1	NM_022046	CCDS12823	Q9P0G3
KLK15	kallikrein related peptidase 15	"HSRNASPH|ACO|prostinogen"		55554	ENSG00000174562	uc002ptl.4	NM_017509	"CCDS12805|CCDS12806|CCDS62766"	Q9H2R5
KLKB1	kallikrein B1		Fletcher factor	3818	ENSG00000164344	uc003iyy.4	NM_000892	"CCDS34120|CCDS82982"	P03952
KLLN	killin, p53 regulated DNA replication inhibitor	killin		100144748	ENSG00000227268	uc009xti.3	NM_001126049	CCDS44454	B2CW77
KLRB1	killer cell lectin like receptor B1	"CD161|NKR-P1|NKR-P1A|hNKR-P1A|CLEC5B"	natural killer cell surface protein P1A	3820	ENSG00000111796	uc010sgt.3	NM_002258	CCDS8601	Q12918
KLRC1	killer cell lectin like receptor C1	"NKG2-A|NKG2-B|CD159a"	NKG2-1/B activating NK receptor	3821	ENSG00000134545	uc001qyn.5	NM_002259	"CCDS8625|CCDS8626|CCDS76531"	P26715
KLRC2	killer cell lectin like receptor C2	"NKG2-C|CD159c"		3822	ENSG00000205809	uc001qyk.4	NM_002260	CCDS31745	P26717
KLRC3	killer cell lectin like receptor C3	NKG2-E		3823	ENSG00000205810	uc001qyi.2	NM_002261	"CCDS31744|CCDS41755"	Q07444
KLRC4	killer cell lectin like receptor C4	NKG2-F		8302	ENSG00000183542	uc001qye.4	NM_013431	CCDS8624	O43908
KLRD1	killer cell lectin like receptor D1			3824	ENSG00000134539	uc001qxw.5	NM_002262	"CCDS8621|CCDS8622|CCDS86281"	Q13241
KLRF1	killer cell lectin like receptor F1	"CLEC5C|NKp80"		51348	ENSG00000150045	uc031yua.2	NM_016523	"CCDS41750|CCDS76526|CCDS76527"	Q9NZS2
KLRF2	killer cell lectin like receptor F2	NKp65		100431172	ENSG00000256797	uc021quy.1	NM_001190765	CCDS53743	D3W0D1
KLRG1	killer cell lectin like receptor G1	"MAFA|2F1|MAFA-L|CLEC15A"	C-type lectin domain family 15, member A	10219	ENSG00000139187	uc001qvg.4	NM_005810	"CCDS8599|CCDS86277"	Q96E93
KLRG2	killer cell lectin like receptor G2	"FLJ44186|CLEC15B"	C-type lectin domain family 15, member B	346689	ENSG00000188883	uc003vvb.4	NM_198508	CCDS5854	A4D1S0
KLRK1	killer cell lectin like receptor K1	"NKG2D|KLR|NKG2-D|CD314"		22914	ENSG00000213809	uc009zhj.4	NM_007360	CCDS8623	P26718
KMO	kynurenine 3-monooxygenase		kynurenine 3-hydroxylase	8564	ENSG00000117009	uc009xgp.4	NM_003679	CCDS1618	O15229
KMT2A	lysine methyltransferase 2A	"TRX1|HRX|ALL-1|HTRX1|CXXC7|MLL1A"	Histone-lysine N-methyltransferase 2A	4297	ENSG00000118058		NM_005933	"CCDS31686|CCDS55791"	Q03164
KMT2B	lysine methyltransferase 2B	"KIAA0304|MLL2|TRX2|HRX2|WBP7|MLL1B|MLL4|CXXC10"	"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila) 4|Histone-lysine N-methyltransferase 2B"	9757	ENSG00000272333		NM_014727	CCDS46055	Q9UMN6
KMT2C	lysine methyltransferase 2C	"KIAA1506|HALR"	Histone-lysine N-methyltransferase 2C	58508	ENSG00000055609		NM_170606	CCDS5931	Q8NEZ4
KMT2D	lysine methyltransferase 2D	"ALR|MLL4|CAGL114"	histone-lysine N-methyltransferase 2D	8085	ENSG00000167548		NM_003482	CCDS44873	O14686
KMT2E	lysine methyltransferase 2E (inactive)	HDCMC04P		55904	ENSG00000005483		NM_018682	CCDS34723	Q8IZD2
KMT5A	lysine methyltransferase 5A	"SET8|SET07|PR-Set7"		387893	ENSG00000183955	uc001uew.4	NM_020382	CCDS9247	Q9NQR1
KMT5B	lysine methyltransferase 5B	CGI-85		51111	ENSG00000110066	uc001onm.2	NM_017635	"CCDS31623|CCDS44660|CCDS76444|CCDS86221"	Q4FZB7
KMT5C	lysine methyltransferase 5C	MGC2705		84787	ENSG00000133247	uc002qkj.5	NM_032701	CCDS12922	Q86Y97
KNCN	kinocilin	"FLJ32011|KINO|L5"		148930	ENSG00000162456	uc009vyh.2	NM_182516	"CCDS44133|CCDS81316"	A6PVL3
KNDC1	kinase non-catalytic C-lobe domain containing 1	"KIAA1768|bB439H18.3|FLJ25027|Very-KIND|v-KIND"		85442	ENSG00000171798	uc001llz.2	NM_152643	CCDS7674	Q76NI1
KNG1	kininogen 1	BK	"alpha-2-thiol proteinase inhibitor|bradykinin"	3827	ENSG00000113889	uc003fqr.4	NM_001102416	"CCDS3281|CCDS43183|CCDS54695"	P01042
KNL1	kinetochore scaffold 1	"D40|AF15Q14|CT29|KIAA1570|hKNL-1|hSpc105|PPP1R55|Spc7"	"cancer/testis antigen 29|kinetochore null 1 homolog (C. elegans)|blinkin, bub-linking kinetochore protein|protein phosphatase 1, regulatory subunit 55"	57082	ENSG00000137812	uc010bbs.2	NM_144508	"CCDS42023|CCDS42024"	Q8NG31
KNOP1	lysine rich nucleolar protein 1	"101F10.1|FAM191A|TSG118"	"family with sequence similarity 191, member A|testis-specific gene 118"	400506	ENSG00000103550	uc002dgq.4	NM_001012991	CCDS42127	Q1ED39
KNSTRN	kinetochore localized astrin (SPAG5) binding protein	"FLJ14502|SKAP|kinastrin|TRAF4AF1"	"small kinetochore-associated protein|kinetochore-localized astrin-binding protein|TRAF4 associated factor 1"	90417	ENSG00000128944	uc001zll.4	NM_001142761	"CCDS42021|CCDS45226|CCDS45227"	Q9Y448
KNTC1	kinetochore associated 1	"KIAA0166|ROD"	rough deal homolog (Drosophila)	9735	ENSG00000184445	uc001ucv.4	NM_014708	CCDS45002	P50748
KPNA1	karyopherin subunit alpha 1	"SRP1|RCH2|NPI-1|IPOA5"	importin alpha 5	3836	ENSG00000114030	uc003efe.3	NM_002264	CCDS3013	P52294
KPNA2	karyopherin subunit alpha 2	"SRP1alpha|IPOA1|QIP2"	"RAG cohort 1|importin alpha 1"	3838	ENSG00000182481	uc002jgk.4	NM_002266	CCDS32713	P52292
KPNA3	karyopherin subunit alpha 3	"SRP1gamma|SRP4|hSRP1|IPOA4"	"importin alpha 4|importin subunit alpha-4"	3839	ENSG00000102753	uc001vdj.2	NM_002267	CCDS9421	O00505
KPNA4	karyopherin subunit alpha 4	"QIP1|SRP3|IPOA3|MGC12217|MGC26703"	importin alpha 3	3840	ENSG00000186432	uc003fdn.3	NM_002268	CCDS3191	O00629
KPNA5	karyopherin subunit alpha 5	"SRP6|IPOA6"	importin alpha 6	3841	ENSG00000196911	uc003pxh.4	NM_002269	CCDS5111	O15131
KPNA6	karyopherin subunit alpha 6	"IPOA7|KPNA7|MGC17918|FLJ11249"	importin alpha 7	23633	ENSG00000025800	uc001bug.4	NM_012316	CCDS352	O60684
KPNA7	karyopherin subunit alpha 7	IPOA8	importin alpha 8	402569	ENSG00000185467	uc010lft.3	NM_001145715	CCDS47651	A9QM74
KPNB1	karyopherin subunit beta 1	"NTF97|IPOB|MGC2155|MGC2156|MGC2157|IMB1|Impnb|IPO1"	importin 1	3837	ENSG00000108424	uc002ilt.3	NM_002265	"CCDS11513|CCDS62228"	Q14974
